ID,NEIGHBOURHOOD_NAME,LOCATION_TYPE,SPECIES_BOTANICAL,SPECIES_COMMON,GENUS,SPECIES,CULTIVAR,DIAMETER_BREAST_HEIGHT,CONDITION_PERCENT,PLANTED_DATE,OWNER,Bears Edible Fruit,Type of Edible Fruit,COUNT,LATITUDE,LONGITUDE,LOCATION,Point Location
536592,WALKER,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,9,65,2013-06-01,Parks,Yes,Schubert Chokecherry,1,53.41763372,-113.4289907,"(53.4176337185138, -113.4289906652751)",POINT (-113.4289906652751 53.4176337185138)
397708,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,7,65,2010-05-31,Parks,Yes,Amur Chokecherry,1,53.46130769,-113.3757386,"(53.46130769401892, -113.37573856731716)",POINT (-113.37573856731716 53.46130769401892)
416490,RIVER VALLEY VICTORIA,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,22,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.53740314,-113.5332994,"(53.537403143125175, -113.53329942911954)",POINT (-113.53329942911954 53.537403143125175)
261603,CRESTWOOD,Buffer,Prunus cerasus Evans,"Cherry, Sour",Prunus,cerasus,Evans,9,65,1990-01-01,Parks,Yes,Cherry,1,53.5379789,-113.567659,"(53.53797890108147, -113.5676589715482)",POINT (-113.5676589715482 53.53797890108147)
562430,THE ORCHARDS AT ELLERSLIE,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,7,65,2016-06-01,Parks,Yes,Amur Chokecherry,1,53.40813074,-113.4618978,"(53.40813074229554, -113.46189781364708)",POINT (-113.46189781364708 53.40813074229554)
476154,DONSDALE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,13,65,2007-06-01,Parks,Yes,Schubert Chokecherry,1,53.48477563,-113.6341786,"(53.48477563309962, -113.63417861658536)",POINT (-113.63417861658536 53.48477563309962)
480308,SOUTH TERWILLEGAR,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,8,65,2009-06-01,Parks,Yes,Schubert Chokecherry,1,53.43885261,-113.584617,"(53.4388526134459, -113.58461695633325)",POINT (-113.58461695633325 53.4388526134459)
535648,RIVER VALLEY VICTORIA,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,6,65,2016-06-01,Parks,Yes,Amur Chokecherry,1,53.53648395,-113.5284989,"(53.53648395122084, -113.52849890287062)",POINT (-113.52849890287062 53.53648395122084)
408300,RICHFIELD,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,27,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.47369218,-113.4655251,"(53.47369218049312, -113.46552512988033)",POINT (-113.46552512988033 53.47369218049312)
460287,HADDOW,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.45144078,-113.5941863,"(53.451440782291925, -113.59418633549015)",POINT (-113.59418633549015 53.451440782291925)
343955,ATHLONE,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,18,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.59090989,-113.5560039,"(53.59090988667584, -113.55600386257397)",POINT (-113.55600386257397 53.59090988667584)
196648,CLOVERDALE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,26,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.53612482,-113.4781694,"(53.53612481748578, -113.47816938209807)",POINT (-113.47816938209807 53.53612481748578)
388228,KEHEEWIN,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,15,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.45092788,-113.5053549,"(53.450927875318364, -113.50535488846847)",POINT (-113.50535488846847 53.450927875318364)
403015,CARTER CREST,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,19,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.46502369,-113.5801299,"(53.46502368847035, -113.58012985970795)",POINT (-113.58012985970795 53.46502368847035)
435384,STEINHAUER,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,11,65,2013-06-01,Parks,Yes,Amur Chokecherry,1,53.46477177,-113.5157235,"(53.464771768705134, -113.51572353204668)",POINT (-113.51572353204668 53.464771768705134)
460290,HADDOW,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,13,65,1989-12-31,Parks,Yes,Schubert Chokecherry,1,53.45158809,-113.5941627,"(53.45158808518799, -113.59416273873663)",POINT (-113.59416273873663 53.45158808518799)
268353,BEAUMARIS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,14,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.61446115,-113.5126978,"(53.614461146835474, -113.51269781070901)",POINT (-113.51269781070901 53.614461146835474)
431365,HADDOW,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,14,65,2004-05-31,Parks,Yes,Schubert Chokecherry,1,53.45337304,-113.5980323,"(53.453373036973716, -113.59803229045055)",POINT (-113.59803229045055 53.453373036973716)
397906,TERWILLEGAR TOWNE,Centre Median,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,14,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.44887478,-113.5778442,"(53.448874783374364, -113.57784421210555)",POINT (-113.57784421210555 53.448874783374364)
347515,SILVER BERRY,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,12,65,2015-05-31,Parks,Yes,Amur Chokecherry,1,53.46154377,-113.3774795,"(53.46154376806913, -113.37747953624579)",POINT (-113.37747953624579 53.46154376806913)
355277,BLACKMUD CREEK,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,10,65,2007-06-01,Parks,Yes,Schubert Chokecherry,1,53.41978422,-113.5127189,"(53.41978421519913, -113.51271885897397)",POINT (-113.51271885897397 53.41978421519913)
246337,LARKSPUR,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,31,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.48298215,-113.3931137,"(53.48298215064228, -113.39311366221794)",POINT (-113.39311366221794 53.48298215064228)
228552,WESTWOOD,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,50,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.57976205,-113.4960259,"(53.57976205421803, -113.4960259271965)",POINT (-113.4960259271965 53.57976205421803)
397409,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,14,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.46171812,-113.3781221,"(53.46171812094536, -113.37812205925398)",POINT (-113.37812205925398 53.46171812094536)
513298,JACKSON HEIGHTS,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,19,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.4794072,-113.4099161,"(53.47940719671703, -113.4099160883515)",POINT (-113.4099160883515 53.47940719671703)
228614,OTTEWELL,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,20,65,1989-12-31,Parks,Yes,Schubert Chokecherry,1,53.53708953,-113.4425308,"(53.537089528475036, -113.44253081567442)",POINT (-113.44253081567442 53.537089528475036)
459952,HADDOW,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,2006-06-01,Parks,Yes,Schubert Chokecherry,1,53.45168764,-113.5957796,"(53.45168764000107, -113.59577956023638)",POINT (-113.59577956023638 53.45168764000107)
451826,EAUX CLAIRES,Centre Median,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,10,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.62372293,-113.4908373,"(53.62372293345555, -113.49083725489108)",POINT (-113.49083725489108 53.62372293345555)
199288,SOUTH EDMONTON COMMON,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,14,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.45150639,-113.4838401,"(53.45150638705489, -113.48384013700404)",POINT (-113.48384013700404 53.45150638705489)
161818,TERWILLEGAR TOWNE,Centre Median,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,15,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.44721019,-113.5778102,"(53.44721019221131, -113.5778102135203)",POINT (-113.5778102135203 53.44721019221131)
514263,TWIN BROOKS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,6,65,2015-06-01,Parks,Yes,Schubert Chokecherry,1,53.44893539,-113.5375151,"(53.4489353866622, -113.5375150775601)",POINT (-113.5375150775601 53.4489353866622)
321691,ARMSTRONG INDUSTRIAL,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,17,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.5639727,-113.6156583,"(53.56397269823165, -113.61565829940335)",POINT (-113.61565829940335 53.56397269823165)
281939,POTTER GREENS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,25,65,1989-12-31,Parks,Yes,Schubert Chokecherry,1,53.5157044,-113.6670654,"(53.515704400751346, -113.66706538424683)",POINT (-113.66706538424683 53.515704400751346)
535576,DOVERCOURT,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,6,65,2016-06-01,Parks,Yes,Amur Chokecherry,1,53.57262735,-113.5655859,"(53.57262735350256, -113.56558585277017)",POINT (-113.56558585277017 53.57262735350256)
168925,JACKSON HEIGHTS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.47735896,-113.4114171,"(53.477358961071246, -113.41141709679513)",POINT (-113.41141709679513 53.477358961071246)
514391,TWIN BROOKS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,4,65,2015-06-01,Parks,Yes,Schubert Chokecherry,1,53.44233212,-113.5291193,"(53.44233211835995, -113.52911934396738)",POINT (-113.52911934396738 53.44233211835995)
287937,RIVER VALLEY VICTORIA,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,32,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.53343814,-113.5101243,"(53.5334381401077, -113.51012432023084)",POINT (-113.51012432023084 53.5334381401077)
352140,THE HAMPTONS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,10,65,2009-06-01,Parks,Yes,Schubert Chokecherry,1,53.48981152,-113.6762899,"(53.48981152143252, -113.67628987114888)",POINT (-113.67628987114888 53.48981152143252)
207676,KEHEEWIN,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,26,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.45172246,-113.5037309,"(53.45172246342153, -113.50373092691508)",POINT (-113.50373092691508 53.45172246342153)
216891,WOODCROFT,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,28,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.56276246,-113.5655171,"(53.562762458210486, -113.56551711615674)",POINT (-113.56551711615674 53.562762458210486)
398281,SILVER BERRY,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,16,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.46375192,-113.3775448,"(53.46375192400042, -113.37754481136845)",POINT (-113.37754481136845 53.46375192400042)
534980,WILSON INDUSTRIAL,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,6,65,2016-06-01,Parks,Yes,Schubert Chokecherry,1,53.54945716,-113.6396239,"(53.549457161401335, -113.63962386491357)",POINT (-113.63962386491357 53.549457161401335)
197026,STRATHCONA JUNCTION,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,28,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.51149141,-113.4943298,"(53.511491411852916, -113.49432976980478)",POINT (-113.49432976980478 53.511491411852916)
149091,MEYONOHK,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,21,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.45868465,-113.4636208,"(53.45868464761463, -113.4636207520021)",POINT (-113.4636207520021 53.45868464761463)
209639,RIDEAU PARK,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,16,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.48129323,-113.5152484,"(53.48129322837523, -113.51524842000433)",POINT (-113.51524842000433 53.48129322837523)
208189,KEHEEWIN,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,15,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.45183185,-113.5130733,"(53.45183184984177, -113.51307332857782)",POINT (-113.51307332857782 53.45183184984177)
200436,LYMBURN,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.50704727,-113.6480179,"(53.507047266093444, -113.64801786493959)",POINT (-113.64801786493959 53.507047266093444)
217315,WOODCROFT,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,22,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.56348963,-113.5634216,"(53.56348963278181, -113.56342161923016)",POINT (-113.56342161923016 53.56348963278181)
476145,DONSDALE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,9,65,2012-06-01,Parks,Yes,Schubert Chokecherry,1,53.48494458,-113.6345625,"(53.484944577157016, -113.63456254609055)",POINT (-113.63456254609055 53.484944577157016)
436203,QUEEN ALEXANDRA,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,27,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.51040955,-113.5007744,"(53.510409554068325, -113.50077438531208)",POINT (-113.50077438531208 53.510409554068325)
466214,GRANVILLE,Centre Median,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,7,65,2010-06-01,Parks,Yes,Schubert Chokecherry,1,53.50996203,-113.6784875,"(53.50996203100656, -113.67848748307011)",POINT (-113.67848748307011 53.50996203100656)
218291,WEST SHEFFIELD INDUSTRIAL,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.56224686,-113.6029688,"(53.562246857661634, -113.60296879659103)",POINT (-113.60296879659103 53.562246857661634)
185924,STRATHCONA JUNCTION,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,25,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.50873186,-113.4943479,"(53.50873185627395, -113.49434786983105)",POINT (-113.49434786983105 53.50873185627395)
414428,RIVER VALLEY VICTORIA,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,29,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.53791457,-113.5313998,"(53.53791456649499, -113.53139977634211)",POINT (-113.53139977634211 53.53791456649499)
315897,GOODRIDGE CORNERS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.64433456,-113.5564976,"(53.64433456301939, -113.55649760742337)",POINT (-113.55649760742337 53.64433456301939)
500901,PYLYPOW INDUSTRIAL,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,21,65,2014-06-01,Parks,Yes,Amur Chokecherry,1,53.48976931,-113.4173475,"(53.48976931270798, -113.41734746281584)",POINT (-113.41734746281584 53.48976931270798)
197034,STRATHCONA JUNCTION,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,24,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.51136242,-113.4943182,"(53.5113624174346, -113.49431819592633)",POINT (-113.49431819592633 53.5113624174346)
250905,CUMBERLAND,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,11,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.60972694,-113.5462282,"(53.609726938850585, -113.54622819485851)",POINT (-113.54622819485851 53.609726938850585)
328614,ORMSBY PLACE,Boulevard,Prunus maackii,"Cherry, Amur",Prunus,maackii,,24,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.50180632,-113.6535685,"(53.50180631597914, -113.65356849656432)",POINT (-113.65356849656432 53.50180631597914)
490095,RIVER VALLEY RUNDLE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,7,65,2013-06-01,Parks,Yes,Amur Chokecherry,1,53.55487461,-113.3893642,"(53.55487461481811, -113.38936415047233)",POINT (-113.38936415047233 53.55487461481811)
499439,STRATHCONA JUNCTION,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,16,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.50745565,-113.4965662,"(53.50745565393569, -113.49656616201592)",POINT (-113.49656616201592 53.50745565393569)
535577,DOVERCOURT,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,6,65,2016-06-01,Parks,Yes,Amur Chokecherry,1,53.57266836,-113.5655854,"(53.57266835752085, -113.56558543249986)",POINT (-113.56558543249986 53.57266835752085)
500764,MCQUEEN,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,10,65,2014-06-01,Parks,Yes,Amur Chokecherry,1,53.55426095,-113.5697464,"(53.554260949953814, -113.56974636015272)",POINT (-113.56974636015272 53.554260949953814)
336410,GRANDVIEW HEIGHTS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,10,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.50016319,-113.5449931,"(53.50016319453969, -113.54499309239809)",POINT (-113.54499309239809 53.50016319453969)
464913,AMBLESIDE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,2010-05-31,Parks,Yes,Schubert Chokecherry,1,53.43405216,-113.5962579,"(53.43405215910617, -113.59625785502574)",POINT (-113.59625785502574 53.43405215910617)
472617,DONSDALE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,10,65,2007-06-01,Parks,Yes,Schubert Chokecherry,1,53.48398511,-113.6352001,"(53.48398510707195, -113.63520007586828)",POINT (-113.63520007586828 53.48398510707195)
462257,CALLINGWOOD NORTH,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,6,65,2012-06-01,Parks,Yes,Schubert Chokecherry,1,53.50508297,-113.6289237,"(53.505082969594014, -113.62892371803663)",POINT (-113.62892371803663 53.505082969594014)
386933,WALKER,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,11,65,2010-06-01,Parks,Yes,Schubert Chokecherry,1,53.42384443,-113.4422824,"(53.423844427949696, -113.44228242776413)",POINT (-113.44228242776413 53.423844427949696)
444449,MILL WOODS GOLF COURSE,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,14,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.48573231,-113.4236751,"(53.48573230858855, -113.42367510072508)",POINT (-113.42367510072508 53.48573230858855)
394798,DUNLUCE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,13,65,2011-06-01,Parks,Yes,Amur Chokecherry,1,53.6235062,-113.5315299,"(53.62350619983617, -113.53152992961044)",POINT (-113.53152992961044 53.62350619983617)
465234,AMBLESIDE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,2010-05-31,Parks,Yes,Schubert Chokecherry,1,53.43401738,-113.5954685,"(53.43401737583471, -113.59546853052505)",POINT (-113.59546853052505 53.43401737583471)
598779,EDMONTON NORTHLANDS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,23,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.56959118,-113.459298,"(53.5695911839425, -113.45929801977219)",POINT (-113.45929801977219 53.5695911839425)
336305,GRANDVIEW HEIGHTS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,10,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.50012735,-113.5453511,"(53.50012735447777, -113.54535111629028)",POINT (-113.54535111629028 53.50012735447777)
324686,GOODRIDGE CORNERS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,20,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.64370511,-113.5619623,"(53.64370510666166, -113.56196232349374)",POINT (-113.56196232349374 53.64370510666166)
198083,STRATHCONA JUNCTION,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,21,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.50473857,-113.4948378,"(53.50473856502942, -113.49483780153173)",POINT (-113.49483780153173 53.50473856502942)
389784,MCKERNAN,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,13,65,1989-12-31,Parks,Yes,Schubert Chokecherry,1,53.51352661,-113.5264111,"(53.51352660841795, -113.5264111447745)",POINT (-113.5264111447745 53.51352660841795)
376567,THE HAMPTONS,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,13,65,2009-06-01,Parks,Yes,Amur Chokecherry,1,53.49362505,-113.6830977,"(53.49362505397003, -113.68309773284379)",POINT (-113.68309773284379 53.49362505397003)
217179,WOODCROFT,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,25,65,1989-12-31,Parks,Yes,Amur Chokecherry,1,53.56343352,-113.5655894,"(53.563433523212254, -113.56558940433227)",POINT (-113.56558940433227 53.563433523212254)
486267,SUMMERSIDE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,8,65,2012-06-01,Parks,Yes,Amur Chokecherry,1,53.41190968,-113.4714382,"(53.41190968361108, -113.471438194754)",POINT (-113.471438194754 53.41190968361108)
490078,RIVER VALLEY RUNDLE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,7,65,2013-06-01,Parks,Yes,Amur Chokecherry,1,53.5564347,-113.387431,"(53.55643470293233, -113.38743102676536)",POINT (-113.38743102676536 53.55643470293233)
449070,DONSDALE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,6,65,2011-06-01,Parks,Yes,Schubert Chokecherry,1,53.48253115,-113.6359285,"(53.48253115273863, -113.63592853115492)",POINT (-113.63592853115492 53.48253115273863)
368583,HILLVIEW,Buffer,Prunus maackii,"Cherry, Amur",Prunus,maackii,,19,65,1990-01-01,Parks,Yes,Amur Chokecherry,1,53.46892512,-113.4172346,"(53.46892511552522, -113.41723457283467)",POINT (-113.41723457283467 53.46892511552522)
598264,EDMONTON NORTHLANDS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,16,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.5673455,-113.4534161,"(53.56734550366378, -113.4534161007513)",POINT (-113.4534161007513 53.56734550366378)
500926,TERRACE HEIGHTS,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,15,65,2014-06-01,Parks,Yes,Amur Chokecherry,1,53.53872403,-113.4297056,"(53.538724028736155, -113.42970563047035)",POINT (-113.42970563047035 53.538724028736155)
216813,WOODCROFT,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,16,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.56090904,-113.5581594,"(53.56090904488305, -113.55815943785088)",POINT (-113.55815943785088 53.56090904488305)
338317,STRATHCONA JUNCTION,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,16,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.50291996,-113.4944499,"(53.50291995872406, -113.49444989554483)",POINT (-113.49444989554483 53.50291995872406)
195368,STRATHCONA JUNCTION,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,19,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.50285724,-113.4948634,"(53.5028572372381, -113.49486344439785)",POINT (-113.49486344439785 53.5028572372381)
315891,GOODRIDGE CORNERS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,13,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.64442246,-113.5573607,"(53.64442245557908, -113.55736066297541)",POINT (-113.55736066297541 53.64442245557908)
500927,TERRACE HEIGHTS,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,15,65,2014-06-01,Parks,Yes,Amur Chokecherry,1,53.53868987,-113.4296654,"(53.53868987032947, -113.42966536003094)",POINT (-113.42966536003094 53.53868987032947)
504866,PARSONS INDUSTRIAL,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,2010-06-01,Parks,Yes,Schubert Chokecherry,1,53.45560811,-113.4920717,"(53.455608110089706, -113.49207174200627)",POINT (-113.49207174200627 53.455608110089706)
465236,AMBLESIDE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,12,65,2010-06-01,Parks,Yes,Schubert Chokecherry,1,53.43373514,-113.5954755,"(53.433735139245584, -113.59547545560176)",POINT (-113.59547545560176 53.433735139245584)
351908,THE HAMPTONS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,9,65,2009-06-01,Parks,Yes,Schubert Chokecherry,1,53.48820574,-113.6762604,"(53.4882057354747, -113.67626042094686)",POINT (-113.67626042094686 53.4882057354747)
275763,HOMESTEADER,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,25,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.58502105,-113.4110194,"(53.585021051118325, -113.41101941380353)",POINT (-113.41101941380353 53.585021051118325)
287790,BRECKENRIDGE GREENS,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,30,65,1989-12-31,Parks,Yes,Schubert Chokecherry,1,53.51609758,-113.6883746,"(53.516097581861345, -113.68837460074685)",POINT (-113.68837460074685 53.516097581861345)
353792,HOLLICK-KENYON,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,11,65,2008-05-31,Parks,Yes,Schubert Chokecherry,1,53.62129434,-113.4203969,"(53.621294335501815, -113.42039690860048)",POINT (-113.42039690860048 53.621294335501815)
410242,CHARLESWORTH,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,13,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.42661026,-113.4413461,"(53.42661025599457, -113.44134612707289)",POINT (-113.44134612707289 53.42661025599457)
318878,HOLLICK-KENYON,Park,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,15,65,1989-12-31,Parks,Yes,Schubert Chokecherry,1,53.62574805,-113.4244969,"(53.62574805476603, -113.42449689259199)",POINT (-113.42449689259199 53.62574805476603)
388206,BELGRAVIA,Buffer,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,16,65,1989-12-31,Parks,Yes,Schubert Chokecherry,1,53.51061341,-113.5264427,"(53.51061341035648, -113.52644266425473)",POINT (-113.52644266425473 53.51061341035648)
448439,DONSDALE,Boulevard,Prunus virginiana Schubert,Chokecherry,Prunus,virginiana,Schubert,7,65,2011-06-01,Parks,Yes,Schubert Chokecherry,1,53.48250739,-113.6371812,"(53.48250738662822, -113.63718124335942)",POINT (-113.63718124335942 53.48250738662822)
511153,SUMMERSIDE,Park,Prunus maackii,"Cherry, Amur",Prunus,maackii,,4,65,2015-06-01,Parks,Yes,Amur Chokecherry,1,53.4190475,-113.4627659,"(53.41904749714542, -113.46276594337141)",POINT (-113.46276594337141 53.41904749714542)
