Ministry,Year,PositionTitle,PositionClass,BaseSalary,CashBenefits,NonCashBenefits,Severance
Service Alberta,2018,Executive Director / SFO,Executive Manager 1,152963.72,0,37562.25,0
Service Alberta,2018,"Dir,Data Access/Contract Mgmt",Senior Manager Zone 1,115724.7,0,19559.8,0
Service Alberta,2018,"Assoc Dir, Data Services",Senior Manager Zone 1,118938.56,0,29716.5,0
Service Alberta,2018,As Dir Student SVCS,Senior Manager Zone 1,118938.56,14264.42,25575.35,0
Service Alberta,2018,Exec Dir-Corp Info Sec Office,Executive Manager 1,151688.94,50,34660.28,0
Service Alberta,2018,Exec Dir-Strat Pol&Governance,Executive Manager 1,133702.14,0,32899.14,0
Service Alberta,2018,As Dir SVC Mgmt,Senior Manager Zone 1,109857.35,458.2,22614.23,0
Service Alberta,2018,Sr Mgr-Svc Del,Senior Manager Zone 1,112419.58,0,24425.36,0
Service Alberta,2018,BPL Tax Revenue Mgmt,Senior Manager Zone 2,124885.8,0,28413.77,0
Service Alberta,2018,Exec Lead Process Rev/Renewal,Executive Manager 1,174850.87,15308.12,15798.5,0
Service Alberta,2018,"Dir,EIE initiative",Senior Manager Zone 2,133317.86,0,29462.26,0
Service Alberta,2018,"Web Svcs, Project Lead",Senior Manager Zone 1,118938.56,3282.33,30850.37,0
Service Alberta,2018,Director of IT,Senior Manager Zone 2,119196.22,0,30225.76,0
Service Alberta,2018,"Assoc Dir, Strat & Governance",Senior Manager Zone 2,133317.86,0,32941.54,0
Service Alberta,2018,Exec Dir-Service Delivery,Executive Manager 1,144463.8,0,31000.15,0
Service Alberta,2018,Dir Data & Security,Senior Manager Zone 2,121317.3,0,30138.33,0
Service Alberta,2018,Exec Lead Change Mgmt,Executive Manager 1,143983.32,0,33964.38,0
Service Alberta,2018,Exec Dir-Consumer Svcs,Executive Manager 1,141828.87,0,34777.05,0
Service Alberta,2018,"Dir, Ministry Services",Senior Manager Zone 2,115724.7,0,26497.35,0
Service Alberta,2018,EIE Project Lead,Senior Manager Zone 1,118938.56,0,30220.38,0
Service Alberta,2018,As Dir Infra & Mun Affairs,Senior Manager Zone 1,112098.81,0,26602.69,0
Service Alberta,2018,BPL Contr Mgmt,Executive Manager 1,131306.5,0,29191.85,0
Service Alberta,2018,"ED, IMT Administration Srvcs",Executive Manager 1,154279.84,0,33759.64,0
Service Alberta,2018,"Dir,Threat Intelli, Gov & Risk",Senior Manager Zone 2,133317.86,0,29633.99,0
Service Alberta,2018,"SM, Strategic Initiatives",Senior Manager Zone 1,118938.56,0,29338.46,0
Service Alberta,2018,"SM, Info Privacy & Sec Mgmt",Senior Manager Zone 1,118938.56,6861.84,29104.98,0
Service Alberta,2018,Dir Info Mgmt,Senior Manager Zone 2,119851.69,0,30278.99,0
Service Alberta,2018,Exec Dir-Digital Svc Technol,Executive Manager 1,164060.78,0,36025.3,0
Service Alberta,2018,"Dir, Governance & Strategy",Senior Manager Zone 2,130214.76,150,30052.55,0
Service Alberta,2018,Enterprise Service Mgmt,Executive Manager 1,142107.68,0,31675.93,0
Service Alberta,2018,Exec Dir-Motor Veh & Reg Admin,Executive Manager 1,133211.26,0,33395.07,0
Service Alberta,2018,Dir. Strategy and Operations,Senior Manager Zone 1,111637.76,0,28752.31,0
Service Alberta,2018,As Dir GS SVCS & DB OPS,Senior Manager Zone 1,112419.58,250,31572.86,0
Service Alberta,2018,Ben & Fin Reporting Lead,Executive Manager 1,164060.78,1987.88,8368.29,0
Service Alberta,2018,Associate Director-Ext BRM,Senior Manager Zone 1,121866.27,0,29788.77,0
Service Alberta,2018,Dir Info Mgmt,Senior Manager Zone 2,122445.71,0,30019.2,0
Service Alberta,2018,As Dir Workforce & Workplace,Senior Manager Zone 1,114356.32,0,28674.78,0
Service Alberta,2018,Exec Dir-Ent Ops & Infrastruct,Executive Manager 1,164060.78,0,36025.3,0
Service Alberta,2018,"Executive Director, UCA",Executive Manager 1,153193.04,0,34222.87,0
Service Alberta,2018,"Dir, Integration & Operations",Senior Manager Zone 2,118038.96,0,27043.43,0
Service Alberta,2018,"Director, Portfolio Delivery",Senior Manager Zone 2,125155.94,0,29095.16,0
Service Alberta,2018,"Sr Mgr, Data Centre Facility",Senior Manager Zone 1,118938.56,0,27902.22,0
Service Alberta,2018,As Dir Integration & Prod Supp,Senior Manager Zone 1,118938.56,0,30850.36,0
Service Alberta,2018,Exec Dir-Ent Data & Analytics,Executive Manager 1,144499.69,3503.57,8288.04,0
Service Alberta,2018,Dir.Vital Stat/Corp Regist/PPR,Senior Manager Zone 2,117967.98,0,30663.08,0
Service Alberta,2018,BPL Human Capital Mgmt,Executive Manager 1,143983.32,0,35053.91,0
Service Alberta,2018,As Dir Bus Relationship Mgmt,Senior Manager Zone 1,118938.56,0,28958.73,0
Service Alberta,2018,Exec Dir-App Consolidation,Executive Manager 1,164060.78,0,39546.69,0
Service Alberta,2018,Dir Portfolio Delivery,Senior Manager Zone 2,133317.86,0,29875.92,0
Service Alberta,2018,"Director, Data Management",Senior Manager Zone 2,133317.86,0,32531.95,0
Service Alberta,2018,"Dir, Portfolio Del",Senior Manager Zone 2,123469.46,0,28296.7,0
Service Alberta,2018,"Dir, Digital Info Mgmt",Senior Manager Zone 2,123696.04,100,30437.11,0
Service Alberta,2018,Dir App Dev and Maint non-TRA,Senior Manager Zone 1,118938.56,0,30162.38,0
Service Alberta,2018,Dir Bus Rel Mgmt,Senior Manager Zone 2,132503.54,0,32819.87,0
Service Alberta,2018,Legislative Manager,Manager Zone 2,122217.41,0,25260.29,0
Service Alberta,2018,"Director, Service Operations",Senior Manager Zone 2,115724.7,0,26497.35,0
Service Alberta,2018,Director IT Services,Senior Manager Zone 1,118938.56,0,26516.16,0
Service Alberta,2018,"Dir, Integration & Ops",Senior Manager Zone 2,133317.86,0,7051.26,0
Service Alberta,2018,"Director, Contracted Services",Senior Manager Zone 2,128117.34,0,31136.26,0
Service Alberta,2018,Dir Bus Rel Mgmt,Senior Manager Zone 2,119278.31,0,29546.89,0
Service Alberta,2018,"Director, Security Mgmt Oper",Senior Manager Zone 2,115724.44,0,28009.25,0
Service Alberta,2018,Dir/IT Business Support,Senior Manager Zone 1,118938.56,0,30007.18,0
Service Alberta,2018,"Dir, FOIP Sector",Senior Manager Zone 2,115531.52,0,30014.26,0
Service Alberta,2018,Dir Ministry Solutions Svs.,Senior Manager Zone 2,128395.35,0,33413.87,0
Service Alberta,2018,As Dir Corp & Common Svcs,Senior Manager Zone 1,112889.28,0,26271.62,0
Service Alberta,2018,"Director, IT Support Services",Senior Manager Zone 1,113465.56,0,28517.48,0
Service Alberta,2018,"ADM, Strategic & Consumer Svcs",Assistant Deputy Minister,200404.62,0,44384.56,0
Service Alberta,2018,As Dir Bus Relationship Mgmt,Senior Manager Zone 1,112889.28,0,27714.95,0
Service Alberta,2018,Sr Mgr Consulting & Audit,Senior Manager Zone 1,109790.1,0,25437.57,0
Service Alberta,2018,"Mgr, Shared Applications",Manager Zone 2,109303.74,0,25138.04,0
Service Alberta,2018,Dir FOIP,Senior Manager Zone 1,118938.56,10066.55,29187.14,0
Service Alberta,2018,Data Migration Lead,Executive Manager 1,160248.14,0,8566.1,0
Service Alberta,2018,"Director, Contact Centres",Senior Manager Zone 2,133317.86,0,32105.45,0
Service Alberta,2018,A/Dir. Information Management,Senior Manager Zone 2,133317.86,0,30137.87,0
Service Alberta,2018,"Manager, Regulatory Operations",Manager Zone 2,116153.44,0,26345.63,0
Service Alberta,2018,Dir-Application Mgmt/Web Serv,Senior Manager Zone 2,130249.08,0,30561.03,0
Service Alberta,2018,"Director,Fin Reporting &Policy",Senior Manager Zone 2,133317.86,300,33413.87,0
Service Alberta,2018,As Dir Corp & Common SVCS,Senior Manager Zone 1,117387.45,100,30563.84,0
Service Alberta,2018,As Dir Architecture,Senior Manager Zone 1,112387.57,0,23735.36,0
Service Alberta,2018,"Assc Dir, Brm, Brm",Senior Manager Zone 1,110408.18,0,24992.81,0
Service Alberta,2018,SME Finance,Senior Manager Zone 1,115994.6,0,26901.4,0
Service Alberta,2018,"Dir, Motor Vehicles",Senior Manager Zone 1,118938.56,0,10393.04,0
Service Alberta,2018,"Director, Portfolio Delivery",Senior Manager Zone 2,113178,0,28292.88,0
Service Alberta,2018,Deputy Minister,Deputy Minister,285877.28,7969.26,64044.42,0
Service Alberta,2018,Dir Bus Relationship Mgmt,Senior Manager Zone 2,114017.93,0,25774.77,0
Service Alberta,2018,Exec Dir-AFRRCS,Executive Manager 1,164060.78,0,38060.62,0
Service Alberta,2018,"Program Ex, UC Implementation",Executive Manager 1,164060.78,0,39805.18,0
Service Alberta,2018,"Dir, Registries Admin & Acct",Senior Manager Zone 2,129501.84,0,30622.43,0
Service Alberta,2018,"ERP Integration , Project Lead",Senior Manager Zone 1,118938.56,0,30513.21,0
Service Alberta,2018,SME Finance,Executive Manager 1,164060.78,0,37731.05,0
Service Alberta,2018,"Director, Information Mgmt",Senior Manager Zone 2,133317.86,0,32280.01,0
Service Alberta,2018,Dir-Protected Svcs,Senior Manager Zone 2,123696.04,0,28180.31,0
Service Alberta,2018,Dir Infrastructure Svcs,Senior Manager Zone 2,133317.86,0,31020.05,0
Service Alberta,2018,"Director, Bus Rel Mgmt",Senior Manager Zone 2,119487.5,0,31042.18,0
Service Alberta,2018,As Dir Learning Partnerships,Senior Manager Zone 1,118938.56,0,30220.38,0
Service Alberta,2018,"Dir, Leg Svcs",Senior Manager Zone 2,115724.7,0,29480.33,0
Service Alberta,2018,Dir Info Mgmt,Senior Manager Zone 2,124793.93,0,30736.35,0
Service Alberta,2018,SME Finance,Manager Zone 2,113590.18,0,24415.95,0
Service Alberta,2018,Ex Dir-Business Innovations,Executive Manager 1,164060.78,350,37894.35,0
Service Alberta,2018,"ADM,FOIP Rvw & Transformation",Assistant Deputy Minister,197972.84,0,46098.6,0
Service Alberta,2018,"SCIO-Ppl, Families&Communities",Executive Manager 1,124099.62,0,26812.36,0
Service Alberta,2018,"Director, AFRRCS",Senior Manager Zone 2,115405.42,0,26440.52,0
Service Alberta,2018,BPL Grants Mgmt,Senior Manager Zone 2,133317.86,0,33413.87,0
Service Alberta,2018,BPL Procurement Mgmt,Senior Manager Zone 2,133317.86,0,32447.23,0
Service Alberta,2018,"Sr Mgr, Servers/Storage",Manager Zone 2,115601.22,0,27808.31,0
Service Alberta,2018,SCIO-Workforce Development,Executive Manager 1,160936.42,0,38484.81,0
Service Alberta,2018,Dir Bus Develop & Program Del,Senior Manager Zone 1,111382.7,0,25504.53,0
Service Alberta,2018,"Associate Director, BRM",Senior Manager Zone 1,119296.42,0,29829.58,0
Service Alberta,2018,Dir Process Review and Renewal,Senior Manager Zone 2,133317.86,0,31145.89,0
Service Alberta,2018,"Assoc Dir,Int & Operations",Senior Manager Zone 1,109295.56,0,27556.29,0
Service Alberta,2018,Sr Market Analyst,Program Services 4,120298.77,0,26565.11,0
Service Alberta,2018,Enterprise Solution Arch Lead,Senior Manager Zone 1,120127.93,0,30147.86,0
Service Alberta,2018,Dir Bus Relationship Mgmt,Senior Manager Zone 2,118108.38,0,29566.17,0
Service Alberta,2018,Manager Security Operations,Senior Manager Zone 1,118938.56,0,28761.89,0
Service Alberta,2018,"Dir, Financial & Bus Planning",Senior Manager Zone 2,120010.8,0,31041.87,0
Service Alberta,2018,Exec Dir-SuperNet Svcs,Executive Manager 1,131672.07,13054.22,29082.18,0
Service Alberta,2018,BPL Ent Planning & Budgeting,Executive Manager 1,132441.14,0,31199.26,0
Service Alberta,2018,Assc Dir Bus Relationship Mgmt,Senior Manager Zone 1,111768.3,0,26734.61,0
Service Alberta,2018,Exec Dir-Land Titles & Surveys,Executive Manager 1,164060.78,0,39805.18,0
Service Alberta,2018,"Director, Portfolio Delivery",Senior Manager Zone 2,114287.44,2944.38,27867.48,0
Service Alberta,2018,Dir Innovation & Tec Solutions,Senior Manager Zone 2,126182.68,0,28114.36,0
Service Alberta,2018,SCIO-Government Services,Executive Manager 1,158814.53,11678.6,35109.85,0
Service Alberta,2018,"Dir., Consumer Investigations",Senior Manager Zone 2,133317.86,0,32253.88,0
Service Alberta,2018,"Director, Information Mgmt",Senior Manager Zone 2,119300.36,0,29926.96,0
Service Alberta,2018,"Director, Regulatory Affairs",Senior Manager Zone 2,156461.24,0,35285.61,0
Service Alberta,2018,"Dir, Finance Operations",Senior Manager Zone 2,115724.7,300,26497.35,0
Service Alberta,2018,Dir External Bus Rel Mgmt,Senior Manager Zone 2,133317.86,0,33413.87,0
Service Alberta,2018,BPL Human Capital Mgmt,Senior Manager Zone 2,131170.52,0,31894.73,0
Service Alberta,2018,IMT Transformation Project Ld,Senior Manager Zone 1,118938.56,0,28683.41,0
Service Alberta,2018,"Dir, Bus Partnering & App Mgmt",Senior Manager Zone 2,133317.86,0,32280.01,0
Service Alberta,2018,"Director, Compliance & Account",Senior Manager Zone 1,118938.56,0,27070.48,0
Service Alberta,2018,As Dir Content & Collab,Senior Manager Zone 1,111768.3,0,24782.02,0
Service Alberta,2018,"Assoc Dir, Portfolio Del",Senior Manager Zone 1,121500.31,0,27511.11,0
Service Alberta,2018,Exec Dir-Client Svcs Ops,Executive Manager 1,157633.32,0,34232.71,0
Service Alberta,2018,Exec Dir-Ent Client Rel Mgmt,Executive Manager 1,128453.52,0,28767.02,0
Service Alberta,2018,"Director, Portfolio Delivery",Senior Manager Zone 2,123964.1,0,30969.01,0
Service Alberta,2018,Dir Bus Relationship Mgmt,Senior Manager Zone 2,121317.3,0,30390.27,0
Service Alberta,2018,Dir Ent Infra Planning,Senior Manager Zone 2,109425.6,2047.64,23897.12,0
Service Alberta,2018,Exec Lead Comms & Engagement,Executive Manager 1,149869.2,0,35905.91,0
Service Alberta,2018,Knowledge Transfer Prof,Senior Manager Zone 2,133317.86,0,33093.99,0
Service Alberta,2018,Exec Dir-Bus Supp Svcs,Executive Manager 1,164060.78,24933.76,36025.29,0
Service Alberta,2018,"Dir, Fleet Mgmt and Office Srv",Senior Manager Zone 2,133317.86,0,31901.97,0
Service Alberta,2018,Exec Dir Sec Integ & Coord,Executive Manager 1,146216.31,0,34337.46,0
Service Alberta,2018,Enterprise Business Arch Lead,Senior Manager Zone 1,118481.1,0,30543.86,0
Service Alberta,2018,Exec Dir-Ent Information Mgmt,Executive Manager 1,143983.32,0,35032.85,0
Service Alberta,2018,SME Finance,Senior Manager Zone 2,112274.24,0,27452.2,0
Service Alberta,2018,Contract Manager,Manager Zone 2,109295.68,0,25136.49,0
Service Alberta,2018,Sector Info Security Officer,Senior Manager Zone 2,127757.5,200,28802.7,0
Service Alberta,2018,Dir Vendor & Contract Mgmt,Senior Manager Zone 2,133317.86,0,29633.99,0
Service Alberta,2018,"Tm Ld, Emerging Technologies",Senior Manager Zone 1,118938.56,0,30220.38,0
Service Alberta,2018,Dir LT Business Transformation,Senior Manager Zone 2,113087.11,0,28539.22,0
Service Alberta,2018,"Dir, ERP Ops",Senior Manager Zone 2,115724.7,0,6616.19,0
Service Alberta,2018,As Dir Data Storage & Ops,Senior Manager Zone 1,118938.56,100,30616.88,0
Service Alberta,2018,SCIO-Economy & Growth,Executive Manager 1,163694.18,0,36410.86,0
Service Alberta,2018,SCIO-Environment & Resources,Executive Manager 1,136927.65,0,32393.61,0
Service Alberta,2018,BPL Royalties and Revenue Mgmt,Senior Manager Zone 2,130455,0,29123.62,0
Service Alberta,2018,"Mgr,Tech Solutions Arch Team",Manager Zone 2,109303.74,0,25353.06,0
Service Alberta,2018,ADM Shared Svcs,Assistant Deputy Minister,200404.88,0,49172.46,0
Service Alberta,2018,Dir Land Titles N and Surveys,Senior Manager Zone 2,133317.86,0,30480.51,0
Service Alberta,2018,"Assoc Dir, Portfolio Del",Senior Manager Zone 1,110674.08,0,22094.13,0
Service Alberta,2018,Dir Portfolio Del,Senior Manager Zone 2,121317.3,0,28878.37,0
Service Alberta,2018,"Assc Dir,Gov&Strat Pro Mgmt Of",Senior Manager Zone 1,110408.39,0,25548.54,0
Service Alberta,2018,Dir Portfolio Delivery,Senior Manager Zone 2,133317.86,300,31885.85,0
Service Alberta,2018,As Dir Data Mgmt,Senior Manager Zone 1,109665.17,3975.94,24061.27,0
Service Alberta,2018,"Dir, SA Transf Initiatives",Senior Manager Zone 2,133317.86,7691.41,33307.26,0
Status of Women,2018,"Director,Gender Based Analysis",Senior Manager Zone 2,115724.7,0,28133.66,0
Status of Women,2018,"Director, Viol.Against Women",Senior Manager Zone 2,124207.75,0,30439.17,0
Status of Women,2018,"ADM Gender Pol., Strat. & Inn.",Assistant Deputy Minister,174396.56,20816.57,39885.31,0
Status of Women,2018,"Exec Dir, Gender Equal & Advan",Executive Manager 1,146296.28,0,33669.56,0
Status of Women,2018,Dir-Community Capacity Dev,Senior Manager Zone 2,110880.38,0,25416.65,0
Status of Women,2018,Chief of Staff,Senior Manager Zone 2,111737.14,0,28800.81,0
Status of Women,2018,Deputy Minister,Deputy Minister,285877.28,7655.09,65616.24,0
Transportation,2018,Director,Senior Manager Zone 2,133317.86,6524.44,30137.86,0
Transportation,2018,"Director, Bridge Engineering",Senior Manager Zone 2,131324.18,0,29782.17,0
Transportation,2018,Minister's Press Secretary,Ministerial EA,109578.56,0,28424.92,0
Transportation,2018,Traffic Operations Specialist,Engineering & Related Level 4,119540.46,0,21693.12,0
Transportation,2018,Operations Manager,Senior Manager Zone 2,108923.75,0,26849.25,0
Transportation,2018,Highway Operations Specialist,Engineering & Related Level 4,121596.54,0,22262.57,0
Transportation,2018,Infrastructure Engineer,Engineering & Related Level 2,116015.64,0,20935.36,0
Transportation,2018,Operations Manager,Senior Manager Zone 2,133317.86,300,29633.99,0
Transportation,2018,"Exec. Dir, Network & Cap Plan.",Executive Manager 1,143983.32,3774.88,32921.78,0
Transportation,2018,Bridge Construction Specialist,Engineering & Related Level 4,114749.96,0,21741,0
Transportation,2018,ITS Engineer,Engineering & Related Level 2,114416.83,0,20389.23,0
Transportation,2018,"Ex Dir,Ops ,Plan & Prog Branch",Executive Manager 1,162279.52,0,37001.61,0
Transportation,2018,Chief of Staff,Ministerial EA,119444.67,30945.36,8142.18,0
Transportation,2018,"Director, Vehicle Safety",Senior Manager Zone 2,131506.7,0,28554.04,0
Transportation,2018,Operations Manager,Senior Manager Zone 2,125766.42,0,27389.52,0
Transportation,2018,Operations Manager,Senior Manager Zone 2,128659.96,0,28248.8,0
Transportation,2018,"Director, Water Management",Senior Manager Zone 2,131324.18,0,29524.38,0
Transportation,2018,Director - Environmental Mgmt,Senior Manager Zone 2,115372.41,0,26935.88,0
Transportation,2018,Infra Management Specialist,Engineering & Related Level 4,115542.7,0,20376.08,0
Transportation,2018,Highway Planning Specialist,Engineering & Related Level 4,120532.39,0,21143.01,0
Transportation,2018,"Director, Highway Operations",Senior Manager Zone 2,129502.1,0,29457.01,0
Transportation,2018,"Ex. Director, Project Delivery",Executive Manager 1,153785.58,0,35218.1,0
Transportation,2018,"ADM, Springbank",Assistant Deputy Minister,172541.39,2679.8,39843.71,0
Transportation,2018,Ex Dir. Strategy and Policy,Executive Manager 1,164060.78,0,37411.36,0
Transportation,2018,"Reg. Dir, Southern Region",Executive Manager 1,143983.32,0,32039.6,0
Transportation,2018,"Deputy Minister, Trans",Deputy Minister,285877.28,0,71087.81,0
Transportation,2018,Project Director,Senior Manager Zone 2,127732.28,0,28775.88,0
Transportation,2018,Operations Manager,Senior Manager Zone 2,110236.1,13820.03,25518.66,0
Transportation,2018,"Ex Dir, Office Traffic Safety",Executive Manager 1,144182.22,0,32956.37,0
Transportation,2018,"Dir., Strategy & Integration",Senior Manager Zone 2,133317.86,31787.65,30465.72,0
Transportation,2018,Dir. Trans. Model. & Analysis,Senior Manager Zone 2,133317.86,0,30137.87,0
Transportation,2018,Director Transport Engineering,Senior Manager Zone 2,133317.86,844.46,30947.11,0
Transportation,2018,"Dir., House Business Office",Ministerial 2,149425.38,0,35650.36,0
Transportation,2018,Transportation Modelling Spec.,Engineering & Related Level 4,114750.74,0,21615.16,0
Transportation,2018,"Director, Public Ed & Outreach",Senior Manager Zone 2,130249.08,0,29036.08,0
Transportation,2018,"Manager, Demand Planning",Manager Zone 2,111438.6,11782.34,16055.08,0
Transportation,2018,Executive Director / SFO,Executive Manager 1,143983.32,0,32084.71,0
Transportation,2018,Roadway Standards Specialist,Engineering & Related Level 4,122157.75,0,7134.1,0
Transportation,2018,Construction Manager,Senior Manager Zone 2,127933.52,7564.7,28674.79,0
Transportation,2018,"Director, Financial Planning",Senior Manager Zone 2,111380.62,0,26226.81,0
Transportation,2018,"ADM, Transportation Services",Assistant Deputy Minister,200404.88,23473.64,44908.84,0
Transportation,2018,Property Manager,Senior Manager Zone 1,117065,6000,7452.85,0
Transportation,2018,Dir. Hwy Maint. Contract Suppt,Senior Manager Zone 2,133317.86,2297.85,7425.95,0
Transportation,2018,Pavement Management Spec,Engineering & Related Level 4,121727.49,150,22828.28,0
Transportation,2018,Operations Manager,Senior Manager Zone 2,133317.86,0,29145.51,0
Transportation,2018,Bridge Manager,Senior Manager Zone 2,108923.75,6199.51,24012.53,0
Transportation,2018,Geomatics Section Lead,Engineering & Related Level 4,121596.54,0,22254.4,0
Transportation,2018,Construction Manager,Senior Manager Zone 2,127756.2,13097.55,30217.38,0
Transportation,2018,Project Director,Senior Manager Zone 2,131589.12,0,29456.97,0
Transportation,2018,Director Pavement Engineering,Senior Manager Zone 2,127788.28,0,29163.39,0
Transportation,2018,Infrastructure Manager,Senior Manager Zone 2,133317.86,6000,29633.98,0
Transportation,2018,"Dir, Operational Excellence",Senior Manager Zone 2,133317.86,0,30137.87,0
Transportation,2018,"Director, Legislative Planning",Senior Manager Zone 2,109930.86,4225.78,24490.91,0
Transportation,2018,Director Proj Mngt and Trng,Senior Manager Zone 2,133317.86,6643.97,5441.63,0
Transportation,2018,Bridge Manager,Senior Manager Zone 2,115564.28,0,26469.26,0
Transportation,2018,"Director, Financial Services",Senior Manager Zone 2,109578.56,0,25904.74,0
Transportation,2018,"Dir., Strategic Bus. Services",Senior Manager Zone 2,133317.86,0,29583.55,0
Transportation,2018,"Regional Director,Peace Region",Executive Manager 1,149803.94,9178.86,32714.56,0
Transportation,2018,Infrastructure Manager,Senior Manager Zone 2,116914.98,0,26189.88,0
Transportation,2018,Operations Manager,Senior Manager Zone 2,133317.86,13068.69,7081.32,0
Transportation,2018,Infrastructure Manager,Senior Manager Zone 2,134384.4,0,29154.04,0
Transportation,2018,"ADM, Delivery Services",Assistant Deputy Minister,183747.98,300,41385.19,0
Transportation,2018,Chief of Staff,Senior Manager Zone 2,133317.86,5955.1,30121.99,0
Transportation,2018,"Specialist, Vendor & Contract",Engineering & Related Level 4,121596.54,0,22304.84,0
Transportation,2018,"Director,Utilities & Land",Senior Manager Zone 2,131324.18,9335.51,6541.16,0
Transportation,2018,Geometric Standards Specialist,Engineering & Related Level 4,121596.54,0,20804.9,0
Transportation,2018,Roadway Standards Specialist,Engineering & Related Level 4,122213.88,0,22900.99,0
Transportation,2018,Bridge Materials Specialist,Engineering & Related Level 4,119339.74,5578.26,20960.11,0
Transportation,2018,"Exec Lead, Change & Proj Mgmt",Executive Manager 2,180467.04,0,40506.4,0
Transportation,2018,"Director, Progr & License Std",Senior Manager Zone 2,133317.86,3611.25,29875.91,0
Transportation,2018,Regional Property Manager,Senior Manager Zone 1,118938.56,0,27070.48,0
Transportation,2018,Dir.Dangerous Gds & Rail Sfty,Senior Manager Zone 2,115724.7,0,27001.23,0
Transportation,2018,"Dir, Transportation Systems",Senior Manager Zone 2,117267.8,1050.74,26147.74,0
Transportation,2018,"Director, Informatics",Senior Manager Zone 2,133317.86,0,3808.02,0
Transportation,2018,"Executive Director, SCS",Executive Manager 1,137800,0,31548.84,0
Transportation,2018,Utilities Lead,Engineering & Related Level 4,112135.26,8839.56,21334.79,0
Transportation,2018,Operations Manager,Senior Manager Zone 2,122579.08,24156.07,27719.3,0
Transportation,2018,"Director, Policy & Research",Senior Manager Zone 2,133317.86,0,6149.1,0
Transportation,2018,TeamLeadWater/Wastewater&Grant,Engineering & Related Level 4,112584.68,0,20845.03,0
Transportation,2018,Director of Program Management,Senior Manager Zone 2,127264.28,7342.17,29058.84,0
Transportation,2018,Vehicle Safety Engineer,Engineering & Related Level 4,121596.54,0,5872.45,0
Transportation,2018,"Dir.,Grants Administration",Senior Manager Zone 2,130754.06,0,30137.87,0
Transportation,2018,"Chair, AB Trans. Safety Board",Executive Manager 2,192410.14,0,43932.12,0
Transportation,2018,"Dir., Hwy & Roadside Planning",Senior Manager Zone 2,123528.09,0,28385.99,0
Transportation,2018,Bridge Evaluation Specialist,Engineering & Related Level 4,122176.46,0,23966.58,0
Transportation,2018,"Dir., PublicTrans Policy&Pr",Senior Manager Zone 2,133317.86,12730.62,29633.98,0
Transportation,2018,Executive Dir. Major Cap. Proj,Executive Manager 1,159331.64,7032.57,35769.42,0
Transportation,2018,"Reg Dir, Ft McMur & NCentral",Executive Manager 1,143983.32,11075.64,8156.52,0
Transportation,2018,Infrastructure Manager,Senior Manager Zone 2,116914.98,0,27844,0
Transportation,2018,Construction/Bridge Manager,Senior Manager Zone 2,119567.72,0,25863.19,0
Transportation,2018,Sr. Mgr. Trans. Corridors,Senior Manager Zone 1,118938.56,10158.67,27574.36,0
Transportation,2018,Bridge Manager,Senior Manager Zone 2,133317.86,0,31209.07,0
Transportation,2018,"Director, Carrier Services",Senior Manager Zone 2,119196.22,0,28691.58,0
Transportation,2018,"Director, Strategic Policy",Senior Manager Zone 2,122506.8,0,27969.6,0
Transportation,2018,Dir. Driver Examination Stds,Senior Manager Zone 2,133317.86,0,33161.87,0
Transportation,2018,Operations Manager,Senior Manager Zone 2,116914.98,0,26480.3,0
Transportation,2018,"Director, Geotec and Materials",Senior Manager Zone 2,133317.86,0,29633.99,0
Transportation,2018,Team Lead - North,Engineering & Related Level 4,110833.06,0,21131.93,0
Transportation,2018,Bridge Preservation Specialist,Engineering & Related Level 4,114749.96,0,21741,0
Transportation,2018,Property Manager,Senior Manager Zone 1,115724.7,4650.95,26497.34,0
Transportation,2018,Operations Engineer,Engineering & Related Level 2,109170.66,6000,20362.69,0
Transportation,2018,Operations Manager,Senior Manager Zone 2,116914.98,7573.73,6600.44,0
Transportation,2018,Environmental Eng Specialist,Engineering & Related Level 4,112567,0,20535.88,0
Transportation,2018,Dir.Driver Fitness&Monitori,Senior Manager Zone 1,117329.16,0,7106.67,0
Transportation,2018,ADM Corp Strategies & Services,Assistant Deputy Minister,187570.5,0,42818.84,0
Transportation,2018,"Dir, Vendor Man.and Outreach",Senior Manager Zone 2,113635.14,0,26403.9,0
Transportation,2018,Structural Engineer Specialist,Engineering & Related Level 4,114749.96,0,21741,0
Transportation,2018,Urban Construction Manager,Senior Manager Zone 2,133317.86,0,29474.48,0
Transportation,2018,"Exec. Dir., Driver Programs",Executive Manager 1,163608.44,12420.22,37299.77,0
Transportation,2018,Senior Geotechnical Engineer,Engineering & Related Level 4,121596.54,0,22808.72,0
Transportation,2018,Bridge Planning Specialist,Engineering & Related Level 4,114916.52,0,23951.58,0
Transportation,2018,"Regional Director, Central Reg",Executive Manager 1,143983.32,150,31535.72,0
Transportation,2018,Bridge Construction Specialist,Manager Zone 2,111444.32,500,4708.05,0
Transportation,2018,"Exec. Dir, Strat.Procure.",Executive Manager 1,138650.46,29125.45,31355.67,0
Transportation,2018,Executive Director,Executive Manager 1,149110.95,20906.23,33382.4,0
Transportation,2018,"Team Lead, Project Del Water",Engineering & Related Level 4,116914.98,24142.79,21345.55,0
Transportation,2018,Construction Manager,Senior Manager Zone 2,111472.8,0,25734.87,0
Treasury Board and Finance,2018,Director Objections/Appeals,Senior Manager Zone 2,133317.86,0,32463.94,0
