Ministry,Year,PositionTitle,PositionClass,BaseSalary,CashBenefits,NonCashBenefits,Severance
Labour and Immigration,2019,Deputy Minister,Deputy Minister,95658.94,64022.18,4677.78,165808.82
Labour and Immigration,2019,"Dir, Employer Programs & IWP",Senior Manager Zone 2,113149.4,0,29121.18,0
Labour and Immigration,2019,"Dir, Business Integration",Senior Manager Zone 2,123696.3,0,33053.04,0
Labour and Immigration,2019,"Manager, OHS Programs",Manager Zone 2,112029.32,0,26097.67,0
Labour and Immigration,2019,"Manager, Training",Manager Zone 2,112304.82,0,25928.43,0
Labour and Immigration,2019,"Dir, Prof Governance Unit",Senior Manager Zone 2,133317.86,0,29663.18,0
Labour and Immigration,2019,Sr Occupational Hygienist,Stds Safety and Compliance 7,111864.74,0,24089.48,0
Labour and Immigration,2019,"Manager, OHS  Programs",Manager Zone 2,112029.32,0,26335.89,0
Labour and Immigration,2019,Safety Specialist,Stds Safety and Compliance 7,111864.74,7470,21276.37,0
Labour and Immigration,2019,"Director, Financial Planning",Senior Manager Zone 2,117179.11,0,29803.21,0
Labour and Immigration,2019,"Mgr, Inspections",Manager Zone 2,113211.48,0,26084.37,0
Labour and Immigration,2019,Dir-Occupational Disease,Senior Manager Zone 2,130057.46,0,32388.76,0
Labour and Immigration,2019,"ED, Fair Practices Office",Executive Manager 1,143983.32,0,34205.52,0
Labour and Immigration,2019,Ex Dir-Workplace Policy & Leg,Executive Manager 1,142786.54,0,32527.81,0
Labour and Immigration,2019,"Mgr, Inspections",Manager Zone 2,114135.91,0,26232.61,0
Labour and Immigration,2019,"Dir, Quals & Labour Mobility",Senior Manager Zone 2,116412.88,0,28395.93,0
Labour and Immigration,2019,"Mgr, Inspection Programs",Manager Zone 2,114082.48,0,26699.7,0
Labour and Immigration,2019,"Dir, Inspection Programs",Senior Manager Zone 2,121742.46,0,31685.76,0
Labour and Immigration,2019,"Dir, Investigtions",Senior Manager Zone 2,121057.77,0,28843.44,0
Labour and Immigration,2019,"Dir,Regl Empl&Train,Cal/Cen/So",Senior Manager Zone 2,133317.86,0,30419.26,0
Labour and Immigration,2019,ODS Lead,Scientific 4,112648.33,150,22013.46,0
Labour and Immigration,2019,Dir. AB Imm. Nominee Program,Senior Manager Zone 2,133317.86,0,29411.47,0
Labour and Immigration,2019,"Mgr, Inspection Programs",Manager Zone 2,114481.26,0,27710.12,0
Labour and Immigration,2019,Executive Director,Executive Manager 1,132818.4,14303.52,29574.51,0
Labour and Immigration,2019,Barrister and Solicitor,Justice Legal Counsel 2,128496.16,0,30600.71,0
Labour and Immigration,2019,Dir-Labour Force Policy& Strat,Senior Manager Zone 2,115621.02,0,29816.98,0
Labour and Immigration,2019,"ED, Employer Services",Executive Manager 1,130105.82,50,31904.13,0
Labour and Immigration,2019,General Counsel,NonJustice Legal Counsel 4,164786.96,0,35696.78,0
Labour and Immigration,2019,Effective Practices Specialist,Stds Safety and Compliance 7,111864.74,0,21879.59,0
Labour and Immigration,2019,"Director, Newcomer Integration",Senior Manager Zone 2,122049.22,0,30298.94,0
Labour and Immigration,2019,Effective Practices Specialist,Stds Safety and Compliance 7,111864.74,0,21068.39,0
Labour and Immigration,2019,ADM Safe Fair Healthy Work Div,Assistant Deputy Minister,189272.2,0,41062.37,0
Labour and Immigration,2019,"Dir, Labour Market Intelligenc",Senior Manager Zone 1,119688.84,200,27040.34,0
Municipal Affairs,2019,"Asst Dir, Public Libr Services",Senior Manager Zone 1,114207.08,0,26951.62,0
Municipal Affairs,2019,ED-Financial Services,Executive Manager 1,161374.98,0,37933.93,0
Municipal Affairs,2019,ADM-MAG,Assistant Deputy Minister,168982.58,0,39798.17,0
Municipal Affairs,2019,ADM-PSD,Assistant Deputy Minister,180466.78,19147.67,41007.72,0
Municipal Affairs,2019,"Director, Tax Program Delivery",Senior Manager Zone 2,115187.02,0,30030.23,0
Municipal Affairs,2019,"Administrator, ED AR and PR",Stds Safety and Compliance 7,111864.74,0,21496.61,0
Municipal Affairs,2019,Dir-Field Ops,Senior Manager Zone 2,133317.86,0,28761.76,0
Municipal Affairs,2019,Dir-Property Admin-SAB,Senior Manager Zone 2,115724.7,0,26535.87,0
Municipal Affairs,2019,"Administrator, Building",Stds Safety and Compliance 7,111864.74,3219.44,21879.56,0
Municipal Affairs,2019,Chairman-Special Areas Board,Executive Manager 1,143984.88,0,30330.08,0
Municipal Affairs,2019,Dir-Compliance and Assurance,Senior Manager Zone 2,132363.4,0,29493.92,0
Municipal Affairs,2019,"Administrator, Electrical",Stds Safety and Compliance 7,111864.74,0,24903.39,0
Municipal Affairs,2019,Dir-Legal Services,NonJustice Legal Counsel 4,181228.06,0,40976.29,0
Municipal Affairs,2019,Dir-Support Svcs,Senior Manager Zone 1,115724.7,17798.1,25634.46,0
Municipal Affairs,2019,Dir-Public Library Services,Senior Manager Zone 2,133317.86,0,32750.16,0
Municipal Affairs,2019,Exec Dir-Cmty and Tech Support,Executive Manager 1,158218.84,0,37118.11,0
Municipal Affairs,2019,Dir-Community Recovery Svcs,Senior Manager Zone 2,128453.52,0,30310.85,0
Municipal Affairs,2019,Dir-Municipal Sustainability,Senior Manager Zone 2,128796.98,0,27958.65,0
Municipal Affairs,2019,Dir-Fin Planning and Reporting,Senior Manager Zone 2,126074.78,150,32155.54,0
Municipal Affairs,2019,Dir-Stds Dev and Supp-Mech,Senior Manager Zone 2,115724.7,50,29251.65,0
Municipal Affairs,2019,Dir-Finance & Admin,Senior Manager Zone 2,133317.86,0,29663.18,0
Municipal Affairs,2019,Dir-Municipal Services,Senior Manager Zone 2,131866.54,0,29404.96,0
Municipal Affairs,2019,ED-Recovery,Executive Manager 1,158020.2,12155.4,35936.69,0
Municipal Affairs,2019,ED-Pol and Train,Executive Manager 1,152476.48,0,35155.68,0
Municipal Affairs,2019,Boilers and PV Tech Advisor,Stds Safety and Compliance 7,111864.74,0,21330.97,0
Municipal Affairs,2019,"Director, Operations",Senior Manager Zone 2,129729.24,0,30272.23,0
Municipal Affairs,2019,Dir-Fin Ops and Act,Senior Manager Zone 1,115724.7,0,30315.75,0
Municipal Affairs,2019,ED-Strat Policy and Planning,Executive Manager 1,138729.76,16300.19,33504.17,0
Municipal Affairs,2019,"Dir, Policy and Central Ops",Senior Manager Zone 2,126074.26,0,32155.54,0
Municipal Affairs,2019,Dir-Training/Accred-and-Stnds,Senior Manager Zone 2,111559.5,0,27961.96,0
Municipal Affairs,2019,Fire Commissioner,Senior Manager Zone 2,125288.54,6646.61,30504,0
Municipal Affairs,2019,Chief of Staff,Senior Manager Zone 2,124748.9,13313.14,30840.86,0
Municipal Affairs,2019,Dir-Policy and Strategy,Senior Manager Zone 2,115724.7,0,29761.43,0
Municipal Affairs,2019,Dir-Recovery Branch Supports,Senior Manager Zone 1,111608.47,2450,26228.52,0
Municipal Affairs,2019,ED-SSS,Executive Manager 1,139807.46,0,33084.53,0
Municipal Affairs,2019,Dir-Finance,Senior Manager Zone 2,123696.04,0,29760.66,0
Municipal Affairs,2019,Chief of Staff,Senior Manager Zone 2,133317.86,0,30826.22,0
Municipal Affairs,2019,ED-Provincial Operations,Executive Manager 1,155168,2000,32275.64,0
Municipal Affairs,2019,Executive Director-MCS,Executive Manager 1,163269.08,0,39157.3,0
Municipal Affairs,2019,"Administrator, Plumbing Gas",Stds Safety and Compliance 7,112140.1,0,24188.74,0
Municipal Affairs,2019,Dir-Dispute Resolution,Senior Manager Zone 2,133317.86,0,31001.67,0
Municipal Affairs,2019,"Dir, Grant Program Delivery",Senior Manager Zone 2,115724.7,0,30315.75,0
Municipal Affairs,2019,Executive Director Support,Executive Manager 1,138539.44,200,32572.53,0
Municipal Affairs,2019,Administrator-Private Sewage,Stds Safety and Compliance 7,111864.74,0,23607.55,0
Municipal Affairs,2019,Mgr-Municipal Accountability,Manager Zone 2,118527.15,0,25562.52,0
Municipal Affairs,2019,Dir-Prov Rec Coord,Senior Manager Zone 2,127704.43,0,27593.8,0
Municipal Affairs,2019,Dir-Stnds Dev-Bldg Fire BF,Senior Manager Zone 2,133317.86,200,31993.55,0
Municipal Affairs,2019,"Administrator, Fire",Stds Safety and Compliance 7,111864.74,12245.33,24434.05,0
Municipal Affairs,2019,Dir-Corporate StrategicPolicy,Senior Manager Zone 2,144188.39,0,31312.98,0
Municipal Affairs,2019,Dir-Planning,Senior Manager Zone 2,116989.08,0,30347.7,0
Municipal Affairs,2019,Dir-LADM,Senior Manager Zone 2,133317.86,0,33297.68,0
Municipal Affairs,2019,Dir-Info Mgt Leg and Admin Svc,Senior Manager Zone 2,116787.06,0,29275.75,0
Municipal Affairs,2019,ED-Grants and Ed Property Tax,Executive Manager 1,162054.36,300,38990.63,0
Municipal Affairs,2019,Mgr-Asmt Audit,Manager Zone 2,115246.64,0,28954.15,0
Municipal Affairs,2019,ADM-MSL,Assistant Deputy Minister,185880.5,0,44292.77,0
Municipal Affairs,2019,Managing Director,Assistant Deputy Minister,182334.62,0,39256.35,0
Municipal Affairs,2019,Dir-Stakeholder Relations,Senior Manager Zone 2,129480,0,32547.06,0
Municipal Affairs,2019,Solicitor,NonJustice Legal Counsel 4,180067.16,0,41263.6,0
Municipal Affairs,2019,Project Dir-CIPA,Senior Manager Zone 2,115724.7,0,29086.21,0
Municipal Affairs,2019,Dir-Corp Strat Plan and Report,Senior Manager Zone 1,115724.7,0,30315.75,0
Municipal Affairs,2019,Dir-Central Operations,Senior Manager Zone 2,115724.7,5650,26535.87,0
Municipal Affairs,2019,ED-ASB/Provincial Assessor,Executive Manager 1,164060.78,0,40227.72,0
Municipal Affairs,2019,Deputy Minister,Deputy Minister,214957.73,22125.54,54100.01,0
Municipal Affairs,2019,Dir-Asmt & Prop Tax Pol,Senior Manager Zone 2,133317.86,0,31993.56,0
Public Service Commission,2019,"Dir, Negotiations and Policy",Senior Manager Zone 2,123724.38,0,30855.74,0
Public Service Commission,2019,"Dir, Class & Compensation Pol",Senior Manager Zone 2,123223.36,0,30550.86,0
