sourceid,dstid,hod,ride time
123,62,18,23.98283333
10,106,16,26.22433333
104,36,6,16.22516667
122,15,19,20.33333333
95,126,5,24.26533333
125,42,18,7.043666667
3,102,12,14.68366667
96,81,14,24.297
2,112,12,19.3475
60,17,22,22.87116667
118,136,8,26.551
119,126,8,22.25083333
120,92,18,26.01433333
78,57,1,14.0725
74,97,1,25.45
89,87,8,35.742
102,56,6,28.67716667
75,87,1,13.4735
124,52,18,26.73033333
77,67,1,29.56183333
100,76,6,17.47366667
88,97,8,17.49
126,104,12,6.296833333
125,114,12,12.90233333
127,22,18,30.4695
123,134,12,22.56483333
76,77,1,19.0655
79,47,1,19.17716667
72,45,18,14.55866667
26,55,14,9.910166667
25,65,14,17.91733333
24,75,14,5.376833333
89,79,21,9.687833333
87,99,21,28.79266667
88,89,21,23.29166667
28,35,14,14.50616667
28,141,4,23.6565
23,85,14,9.741
60,64,8,37.5375
62,44,8,25.141
71,113,5,21.0455
65,14,8,10.257
61,54,8,19.3515
49,3,10,17.91766667
87,139,12,17.0015
64,24,8,22.05833333
59,125,22,15.38433333
132,136,18,22.21516667
135,106,18,13.94333333
58,135,22,21.1195
63,34,8,26.56083333
29,25,14,22.93066667
134,116,18,30.64166667
88,129,12,28.04716667
62,140,11,6.818
66,100,11,14.89316667
64,120,11,6.757
89,119,12,25.62033333
63,130,11,25.665
66,42,22,8.067166667
69,12,22,11.03033333
62,82,22,9.057166667
67,32,22,18.57
22,95,14,33.1695
65,52,22,22.02666667
11,119,19,23.106
12,109,19,21.78516667
64,62,22,10.31116667
27,45,14,32.96066667
68,22,22,22.5385
47,141,13,27.63383333
49,121,13,15.06666667
48,131,13,26.37216667
111,9,14,27.53333333
81,109,9,7.817333333
89,141,23,20.59483333
80,119,9,35.49316667
39,55,12,7.228
35,95,12,9.205666667
50,5,12,22.43583333
38,65,12,9.44
37,75,12,21.07083333
36,85,12,34.56433333
73,107,10,13.769
70,137,10,15.22016667
71,127,10,13.091
72,117,10,25.5195
19,126,23,25.58933333
18,136,23,24.37416667
83,107,15,22.7145
81,127,15,27.6295
82,117,15,50.193
30,38,20,15.96633333
32,18,20,20.00733333
31,28,20,9.274333333
127,84,14,4.396333333
141,4,14,9.032833333
128,74,14,33.76166667
55,5,21,23.00083333
129,64,14,5.133833333
110,94,13,15.53733333
42,81,21,9.873166667
126,94,14,22.65966667
47,31,21,11.07283333
41,91,21,17.251
49,11,21,16.34216667
111,4,17,27.19333333
1,84,19,19.68733333
8,14,19,25.5555
4,54,19,21.778
131,67,12,11.63916667
130,77,12,14.23716667
5,44,19,19.45516667
132,57,12,28.4295
136,17,12,20.92283333
120,20,17,21.2825
121,10,17,37.72333333
117,103,7,17.76933333
7,24,19,19.96983333
135,27,12,22.23783333
6,34,19,25.85833333
111,84,13,10.20816667
56,9,0,12.84883333
46,41,21,13.108
59,4,22,10.8505
129,125,4,8.160333333
128,135,4,22.613
48,21,21,12.28266667
115,44,13,2.841166667
25,8,11,6.816833333
106,124,20,8.105166667
87,78,12,6.877166667
107,114,20,10.20666667
105,134,20,20.9095
89,58,12,12.7785
86,88,12,18.124
68,5,21,36.95183333
88,68,12,21.72266667
39,123,6,18.48466667
45,51,21,15.07566667
116,113,7,50.5625
27,43,6,2.271
23,83,6,12.54983333
113,1,14,39.12233333
26,53,6,11.20083333
27,6,9,19.69283333
28,33,6,17.49466667
24,73,6,14.99583333
6,4,22,29.44516667
22,93,6,26.05666667
29,125,11,23.8685
28,135,11,18.00066667
29,23,6,24.2315
113,64,13,13.75083333
122,95,15,20.89866667
22,92,9,16.149
25,62,9,28.907
101,59,0,11.42066667
27,42,9,23.81916667
100,69,0,9.068
26,52,9,19.5225
111,126,12,15.939
110,136,12,10.692
28,32,9,32.35666667
113,106,12,25.27666667
102,49,0,2.473166667
118,57,10,17.81383333
29,22,9,20.54516667
104,29,0,16.925
112,116,12,20.23333333
128,35,15,30.89083333
23,82,9,5.314666667
103,39,0,23.55833333
115,87,10,30.09183333
126,55,15,21.77333333
24,72,9,21.09983333
119,47,10,24.79083333
105,19,0,10.74433333
127,45,15,18.40783333
116,77,10,31.1315
125,65,15,18.78833333
4,86,22,14.88333333
6,66,22,18.76383333
5,76,22,17.042
124,75,15,15.06616667
9,36,22,33.0195
93,6,16,50.78633333
78,96,16,21.90716667
96,27,0,1.793333333
95,37,0,11.48383333
101,103,8,10.87783333
100,113,8,11.03283333
3,96,22,22.1055
90,87,0,24.5875
54,9,10,20.90666667
93,57,0,27.09
90,101,19,3.648333333
81,29,22,16.06716667
82,19,22,21.35233333
94,47,0,10.08083333
80,39,22,24.04016667
123,85,15,23.57033333
97,17,0,19.09816667
40,111,21,5.575666667
41,101,21,28.07966667
39,99,10,31.3555
117,5,20,24.85216667
117,24,13,15.20966667
129,25,15,39.56483333
62,22,16,40.41066667
60,42,16,29.59933333
92,67,0,21.2365
61,32,16,45.64266667
115,123,7,16.19433333
126,2,15,23.802
118,14,13,12.0175
102,132,21,28.01033333
103,122,21,21.74183333
95,84,10,13.2905
98,54,10,27.741
99,44,10,25.35983333
43,71,21,22.52016667
20,119,17,23.5815
21,109,17,21.75733333
116,34,13,29.252
44,61,21,21.89083333
123,63,17,3.307166667
124,53,17,15.3985
127,23,17,25.27683333
128,13,17,32.2455
106,129,3,7.579666667
108,109,3,24.2905
120,93,17,31.03966667
107,119,3,14.78066667
110,11,10,3.927333333
121,83,17,18.46416667
125,43,17,33.34616667
126,33,17,37.015
64,72,17,24.45283333
67,42,17,10.90883333
66,52,17,21.69433333
122,73,17,33.06533333
65,62,17,28.81283333
62,92,17,36.23216667
32,17,21,24.6905
30,37,21,22.81916667
31,27,21,25.3105
69,22,17,31.47916667
63,82,17,36.93283333
17,124,15,14.80416667
18,114,15,28.6195
16,134,15,23.1145
68,32,17,51.725
7,88,7,28.594
6,98,7,19.66666667
134,11,0,19.63783333
132,31,0,16.7345
131,41,0,18.3625
130,51,0,16.96833333
14,127,19,30.62666667
15,117,19,23.35833333
13,137,19,26.27633333
16,107,19,23.24783333
139,9,14,15.96783333
128,71,13,27.9985
127,81,13,24.0055
141,1,13,37.28066667
126,91,13,24.85483333
116,51,4,2.978333333
118,31,4,19.60016667
113,81,4,16.95666667
112,63,19,5.224833333
111,73,19,5.150333333
31,25,5,21.3
32,15,5,23.06966667
112,91,4,4.3195
115,33,19,22.87866667
50,93,3,24.16883333
55,43,3,22.60233333
57,23,3,21.54066667
30,35,5,17.76516667
56,33,3,17.20166667
114,71,4,16.09216667
58,13,3,8.007166667
117,13,19,26.9765
119,21,4,16.54316667
54,53,3,5.297666667
141,45,19,29.41916667
140,55,19,5.955166667
57,107,8,15.87966667
55,127,8,17.94283333
52,73,3,14.19933333
54,137,8,25.26033333
5,7,12,21.28866667
51,83,3,22.22666667
115,61,4,15.02216667
113,53,19,19.98266667
62,37,12,27.5255
60,57,12,19.879
48,7,1,20.56116667
64,17,12,11.3905
125,122,9,19.29633333
81,111,6,10.7065
82,101,6,20.26383333
93,132,0,4.431333333
95,112,0,2.659833333
80,121,6,13.3905
124,132,9,38.5115
126,112,9,26.74766667
110,83,19,22.27916667
18,125,11,7.477
19,115,11,26.39166667
17,135,11,17.61666667
38,81,6,13.0935
37,91,6,13.36183333
39,71,6,9.128166667
52,1,6,22.11816667
91,141,12,21.7845
93,121,12,20.48616667
94,83,22,4.3985
94,111,12,8.082333333
95,73,22,17.0805
92,131,12,22.68066667
99,33,22,31.52083333
95,101,12,30.343
18,7,16,40.32833333
58,105,11,4.814166667
57,115,11,2.968
56,125,11,16.37716667
23,113,12,10.67816667
24,103,12,13.26333333
55,135,11,21.42083333
22,123,12,23.2185
78,6,7,27.13333333
137,135,22,15.83766667
138,125,22,12.6805
65,2,23,10.32533333
139,115,22,12.91766667
51,19,6,18.81933333
50,29,6,11.58383333
52,108,2,15.66033333
50,128,2,21.67383333
137,5,16,26.56433333
113,67,16,33.42983333
114,57,16,23.1915
111,87,16,29.2
118,17,16,21.06733333
116,37,16,24.49283333
59,101,18,17.14483333
57,121,18,12.53283333
115,47,16,19.9
58,111,18,2.973166667
55,141,18,22.53916667
112,77,16,27.0245
56,131,18,15.1765
41,12,22,17.017
40,22,22,16.584
97,53,6,26.68216667
94,83,6,4.281666667
95,73,6,16.64133333
99,33,6,27.65666667
98,43,6,29.79166667
128,4,23,10.64033333
34,135,2,21.6645
17,78,15,16.35716667
30,8,15,41.19183333
36,115,2,2.4745
19,58,15,22.384
35,125,2,17.12633333
18,68,15,27.01766667
16,88,15,15.8
15,98,15,22.58616667
36,111,20,11.91333333
33,141,20,16.31533333
35,121,20,14.56266667
34,131,20,15.59716667
135,134,1,16.22016667
138,104,1,13.5675
136,124,1,23.559
37,101,20,36.91433333
17,121,12,14.2945
15,141,12,21.003
18,111,12,17.07683333
19,101,12,31.59183333
16,131,12,25.78616667
66,18,9,6.179666667
64,38,9,25.56666667
65,28,9,20.57516667
62,58,9,19.66416667
60,78,9,34.38766667
120,66,7,10.27033333
124,26,7,26.406
125,16,7,15.448
79,120,1,28.67916667
78,130,1,14.375
77,140,1,22.93133333
122,46,7,17.608
20,90,21,27.702
24,50,21,10.42216667
32,86,15,17.75483333
34,66,15,6.823666667
141,93,20,4.4935
33,76,15,5.573
21,80,21,26.90966667
75,105,6,20.88866667
74,115,6,6.099666667
28,10,21,21.0235
73,125,6,8.665
123,36,7,21.33933333
38,26,15,23.3375
27,20,21,20.92466667
35,56,15,21.316
121,56,7,12.1495
26,30,21,9.5315
39,16,15,29.78433333
89,85,16,18.74333333
88,95,16,26.2175
23,60,21,32.40716667
115,140,16,16.64966667
18,96,18,21.02166667
19,86,18,25.44233333
117,120,16,33.21033333
33,6,18,39.83566667
119,100,16,4.951
22,70,21,12.61016667
120,15,1,23.57216667
119,132,9,26.47133333
25,40,21,23.53333333
31,96,15,31.24483333
36,46,15,31.1815
6,59,18,22.82583333
2,99,18,10.165
78,85,20,16.541
4,79,18,10.5225
77,95,20,15.98866667
5,69,18,4.194166667
39,117,23,25.7625
92,5,20,24.96116667
7,49,18,17.95583333
23,134,17,41.05966667
24,124,17,5.582666667
108,76,14,12.97
121,6,14,21.683
106,96,14,24.521
25,114,17,25.94366667
101,111,19,14.11433333
102,101,19,5.152333333
100,121,19,27.018
61,42,19,27.19266667
62,32,19,11.83833333
109,66,14,22.40716667
64,12,19,13.578
88,113,19,24.03966667
87,123,19,30.7685
26,104,17,40.649
115,92,0,5.252333333
118,62,0,16.18483333
119,52,0,18.28633333
130,2,0,22.72383333
82,62,14,11.57333333
80,82,14,17.6705
102,40,9,21.579
81,72,14,18.92
103,30,9,35.3385
86,22,14,21.649
101,50,9,5.239
87,12,14,9.45
141,31,20,14.5765
140,41,20,12.579
116,82,0,29.93983333
85,32,14,8.183833333
100,60,9,19.5215
83,52,14,10.4775
138,16,7,4.7845
132,76,7,6.304
102,17,21,13.99783333
101,27,21,16.64933333
100,37,21,24.8325
104,20,9,43.35266667
134,56,7,32.569
84,42,14,11.15683333
52,121,3,10.389
50,141,3,22.99716667
130,96,7,23.85183333
54,101,3,11.7575
55,5,13,24.71933333
53,111,3,21.1775
131,86,7,41.15
51,131,3,8.8935
136,36,7,27.85833333
34,71,5,7.5315
32,91,5,19.524
73,65,13,27.7765
77,25,13,15.6295
38,31,5,27.19416667
76,35,13,6.404833333
56,129,9,32.16233333
129,1,3,15.654
55,139,9,19.005
75,45,13,19.83833333
37,41,5,17.16483333
57,119,9,13.14883333
74,55,13,21.049
58,109,9,20.38433333
33,81,5,24.52266667
9,6,9,26.24383333
72,75,13,25.43983333
49,88,13,6.919
48,98,13,19.33466667
70,95,13,25.9965
86,8,14,33.50916667
71,85,13,26.1695
1,42,1,8.932
2,32,1,17.04066667
3,22,1,17.23333333
71,125,18,6.687666667
72,115,18,10.89783333
4,12,1,15.633
73,105,18,3.418333333
78,15,13,29.61183333
70,135,18,21.842
100,18,14,8.045166667
49,66,11,14.74333333
48,76,11,22.90216667
61,6,11,19.045
21,19,7,26.67183333
20,29,7,25.7195
23,66,13,16.7265
26,36,13,23.56116667
27,26,13,18.76816667
47,86,11,30.79633333
21,86,13,13.47716667
28,16,13,19.44383333
116,106,17,22.40916667
114,126,17,21.806
87,132,23,9.882
88,122,23,11.11433333
23,128,0,12.674
89,112,23,6.654
128,53,15,20.55183333
125,83,15,15.9775
126,73,15,22.59266667
22,138,0,15.445
127,63,15,9.011833333
24,118,0,10.728
113,136,17,31.72266667
124,93,15,39.53983333
20,96,13,20.323
25,108,0,24.99416667
115,116,17,24.04566667
42,81,1,9.759166667
47,31,1,10.495
24,56,13,25.438
41,91,1,14.991
49,11,1,15.812
40,104,13,25.84166667
129,43,15,26.26116667
48,21,1,11.8495
45,51,1,13.609
43,71,1,24.321
46,41,1,11.77333333
60,4,8,33.74133333
46,84,8,12.59466667
62,35,12,3.421166667
61,45,12,24.8955
49,54,8,19.415
113,115,8,31.45533333
114,105,8,11.49783333
45,94,8,9.5815
111,135,8,22.57933333
112,125,8,32.134
44,61,1,19.354
21,82,17,28.49683333
20,92,17,43.84783333
121,1,21,9.764666667
75,20,16,20.901
27,22,17,25.72833333
48,64,8,25.95633333
71,60,16,34.18016667
108,71,21,16.58333333
87,39,3,13.059
82,89,3,17.76016667
85,59,3,14.025
86,49,3,17.58733333
109,61,21,6.8045
83,79,3,13.744
74,30,16,28.84183333
131,105,21,7.401833333
26,32,17,19.85516667
130,115,21,5.8225
73,40,16,10.81433333
42,83,5,8.682
128,129,1,16.3575
129,119,1,9.822666667
49,13,5,16.99166667
127,139,1,23.76783333
45,53,5,15.10166667
88,29,3,18.64516667
41,93,5,7.602
106,91,21,17.49916667
89,19,3,13.72783333
48,23,5,17.058
25,42,17,18.03016667
81,99,3,16.71966667
120,104,12,26.04533333
23,62,17,10.80816667
47,33,5,22.73333333
127,113,7,28.755
126,123,7,22.9265
128,103,7,24.55516667
107,81,21,16.7175
19,93,18,10.06816667
43,73,5,28.025
28,12,17,32.59966667
89,114,19,12.97966667
87,134,19,33.63516667
88,124,19,6.125833333
24,52,17,35.66383333
26,33,12,14.24616667
24,53,12,11.49816667
28,13,12,7.168833333
27,23,12,29.9095
122,57,21,14.48233333
121,67,21,7.020333333
120,77,21,13.6495
22,72,17,25.24766667
125,27,21,17.6925
20,93,12,7.967166667
44,63,5,17.68233333
126,17,21,12.36716667
22,73,12,22.2625
123,47,21,9.146333333
23,63,12,28.27983333
124,37,21,22.46216667
25,43,12,28.65633333
108,33,7,19.7325
102,93,7,36.53366667
137,90,22,11.00166667
105,63,7,11.18516667
139,70,22,10.73833333
106,53,7,21.10533333
41,83,6,8.282166667
46,33,6,12.862
126,1,20,18.477
45,43,6,32.86466667
44,53,6,16.00666667
104,73,7,24.51833333
40,93,6,21.125
42,73,6,4.080833333
85,76,18,3.745333333
87,56,18,29.18283333
86,66,18,29.2175
47,23,6,30.26666667
88,46,18,35.20366667
113,14,20,16.097
111,34,20,11.19016667
92,17,19,14.89533333
112,24,20,26.5
98,86,13,28.50833333
110,44,20,18.37216667
48,13,6,27.51983333
94,91,19,8.4115
95,81,19,31.30333333
99,41,19,34.31116667
96,71,19,26.32016667
80,106,23,18.68933333
89,36,18,26.41583333
97,61,19,19.1805
42,117,21,21.00383333
32,59,21,18.86933333
30,79,21,19.664
119,97,23,20.45233333
34,39,21,10.25933333
40,137,21,23.31333333
31,69,21,20.8805
41,127,21,13.532
36,19,21,27.51533333
33,49,21,30.26116667
81,107,5,11.7785
134,88,8,9.664
138,48,8,21.348
135,78,8,43.53333333
139,38,8,11.49083333
136,68,8,15.63233333
41,124,12,32.77066667
42,114,12,9.122166667
45,81,14,11.39116667
21,6,23,23.51733333
44,91,14,19.29016667
46,71,14,22.274
40,134,12,20.725
62,63,9,18.183
67,13,9,16.1435
65,33,9,22.43566667
48,51,14,33.29716667
61,73,9,30.04366667
66,23,9,16.096
123,39,8,27.8825
120,69,8,24.122
121,59,8,24.51966667
122,49,8,19.873
124,55,15,16.13333333
121,85,15,25.03933333
125,19,8,26.5945
127,25,15,32.34516667
122,75,15,8.230333333
64,43,9,27.776
38,2,15,8.7805
124,29,8,27.44716667
112,126,9,31.65716667
111,136,9,11.4045
114,106,9,15.5795
113,116,9,38.77783333
125,45,15,6.307666667
49,41,14,35.68616667
138,121,0,17.707
139,111,0,18.55433333
136,141,0,11.92966667
128,15,15,23.12883333
120,95,15,36.7635
69,100,20,12.82183333
65,140,20,25.65183333
118,119,5,7.029666667
66,130,20,12.2815
67,120,20,21.26716667
68,110,20,14.10583333
75,62,16,38.7175
73,82,16,30.68766667
74,72,16,13.42783333
119,109,5,17.523
76,52,16,3.2445
72,92,16,3.881166667
123,65,15,34.76966667
78,32,16,11.93666667
77,42,16,27.2775
119,120,10,2.159833333
117,140,10,31.73333333
39,13,8,28.0635
31,93,8,22.53616667
68,114,12,2.4955
106,26,11,13.755
103,56,11,34.496
100,86,11,5.607
141,113,9,6.263333333
140,123,9,15.83783333
102,66,11,16.06933333
34,63,8,24.61116667
66,134,12,17.71083333
37,33,8,24.21083333
138,28,22,17.22966667
139,18,22,8.785666667
134,68,22,18.301
67,124,12,21.86666667
137,38,22,23.1805
112,106,19,21.88533333
111,116,19,13.481
107,16,11,25.825
132,88,22,28.70433333
118,130,10,15.61683333
32,83,8,17.72566667
21,111,22,30.4295
22,101,22,8.222833333
20,121,22,28.76866667
126,5,14,13.14716667
71,23,13,21.5065
135,58,22,19.231
70,33,13,28.55383333
105,36,11,20.45733333
72,13,13,22.06066667
64,105,6,13.33716667
63,115,6,18.48466667
62,125,6,14.49833333
61,135,6,16.4505
136,48,22,22.42933333
33,73,8,27.37733333
124,27,12,20.03966667
82,56,13,28.20133333
81,66,13,13.93866667
123,37,12,13.97716667
136,82,2,22.49683333
139,52,2,20.8
125,17,12,3.335666667
80,76,13,3.898
38,23,8,30.85
120,67,12,21.98966667
85,26,13,22.3825
121,57,12,8.662833333
83,46,13,22.94866667
137,72,2,20.3875
122,47,12,34.63333333
86,16,13,27.477
42,35,0,10.50216667
40,55,0,13.312
41,45,0,13.67466667
43,25,0,20.0305
135,92,2,19.48133333
44,15,0,24.13233333
54,118,11,10.93633333
53,128,11,13.6905
55,108,11,21.27333333
102,6,5,10.52683333
139,127,7,22.76666667
138,137,7,21.19216667
17,78,17,17.8055
15,98,17,23.74466667
45,9,14,31.25333333
19,58,17,23.57733333
56,123,9,6.061833333
57,113,9,29.28533333
30,8,17,42.495
16,88,17,14.372
139,130,11,4.1725
138,140,11,23.63416667
18,68,17,26.54183333
28,141,0,24.72083333
80,123,4,9.755333333
81,113,4,15.1595
82,103,4,27.57
49,123,21,16.33033333
49,132,1,23.545
130,13,20,17.745
19,109,14,38.355
17,129,14,17.39166667
18,119,14,4.548833333
16,139,14,20.34416667
59,94,5,25.00633333
40,102,9,21.19066667
105,91,12,10.44783333
120,1,12,25.23433333
130,83,23,21.69516667
136,23,23,19.85283333
107,71,12,4.366166667
131,73,23,4.623
106,81,12,8.871833333
132,63,23,21.14866667
109,51,12,22.57033333
137,13,23,28.88333333
119,94,6,21.4195
135,33,23,28.268
120,10,20,28.80416667
6,24,2,10.265
1,74,2,13.21483333
7,14,2,19.67633333
4,44,2,28.90683333
32,2,11,20.2475
6,3,7,14.32216667
18,82,11,10.435
66,5,23,23.36316667
140,49,20,19.2925
141,39,20,22.66616667
5,34,2,25.85683333
17,92,11,15.11833333
14,54,12,10.08383333
18,14,12,18.51816667
11,84,12,11.12983333
7,124,12,21.56866667
44,81,1,9.178666667
47,51,1,4.147833333
3,54,2,26.37216667
45,71,1,2.620666667
52,27,0,27.026
53,17,0,12.2755
48,41,1,21.53283333
17,24,12,10.581
49,31,1,19.04166667
3,5,8,31.6705
134,119,5,14.4485
135,109,5,3.564666667
132,139,5,18.33216667
15,44,12,28.18666667
140,16,14,27.99266667
12,74,12,27.82783333
108,9,22,12.54583333
2,64,2,23.78033333
13,64,12,22.51016667
16,34,12,25.62216667
27,75,9,8.833166667
25,95,9,35.45283333
100,29,18,20.12383333
28,65,9,27.2985
101,19,18,31.91333333
26,85,9,23.752
40,5,9,36.35633333
63,140,18,20.05416667
65,120,18,14.41333333
67,100,18,26.0165
66,81,5,10.50683333
80,1,5,21.15833333
67,71,5,13.71616667
130,111,5,9.847166667
64,130,18,16.46766667
65,91,5,21.0555
131,101,5,18.071
40,106,21,8.266666667
66,110,18,16.0785
84,121,2,6.888666667
83,131,2,12.22283333
82,141,2,11.00383333
85,111,2,19.03116667
86,101,2,12.922
102,103,23,9.484166667
101,113,23,19.751
100,123,23,28.64766667
108,90,4,23.48483333
122,6,5,17.21266667
108,86,5,20.58416667
63,42,9,14.15266667
62,52,9,6.687333333
66,12,9,21.30333333
64,32,9,15.88683333
18,136,21,24.24716667
65,22,9,11.5675
4,1,13,30.64333333
19,126,21,24.69
60,72,9,30.937
76,2,5,17.8125
108,32,4,14.6675
102,92,4,17.8845
23,17,5,18.72483333
109,22,4,10.12733333
107,42,4,14.00966667
128,2,11,9.411
106,52,4,17.06666667
20,47,5,28.30916667
105,62,4,18.99716667
107,45,23,7.7475
114,136,8,18.95783333
115,126,8,9.948333333
102,95,23,24.2015
117,106,8,22.5735
38,4,7,25.91616667
103,82,4,25.08616667
109,25,23,2.3685
106,55,23,5.923333333
136,72,21,21.6545
135,82,21,24.54333333
79,127,18,6.735166667
134,92,21,2.701666667
99,10,19,17.50883333
97,30,19,25.7685
139,42,21,19.515
93,70,19,23.29316667
129,40,2,14.40433333
128,50,2,21.00416667
124,90,2,11.229
23,1,18,30.61683333
125,80,2,21.24783333
137,62,21,29.3785
78,137,18,33.76466667
105,4,2,13.604
92,80,19,29.11666667
108,35,23,18.50433333
126,70,2,8.97
98,20,19,39.2875
104,75,23,13.04966667
104,72,4,20.44283333
91,90,19,30.868
87,46,7,17.7835
88,36,7,13.05683333
86,56,7,25.20883333
42,106,11,3.026333333
40,126,11,18.36033333
89,26,7,26.799
73,138,6,18.41333333
76,108,6,12.95783333
74,128,6,23.42216667
113,16,14,40.31283333
111,36,14,12.73116667
47,116,3,4.095
45,136,3,11.73133333
75,118,6,7.981833333
48,106,3,11.495
110,46,14,18.5065
47,67,6,13.42916667
44,97,6,13.928
112,26,14,27.31916667
45,87,6,17.69683333
48,57,6,8.943166667
83,86,7,29.32116667
78,106,0,9.092833333
105,1,3,15.7145
49,47,6,21.34416667
46,77,6,19.67616667
84,76,7,15.8555
82,96,7,11.55133333
95,122,13,14.10083333
97,102,13,6.722
94,132,13,19.93183333
76,126,0,27.6635
23,122,12,20.14716667
118,138,0,17.63333333
25,102,12,4.469833333
109,141,22,22.307
119,128,0,10.02983333
85,66,7,23.0175
98,87,8,53.5615
21,65,18,14.14916667
20,75,18,23.53833333
99,77,8,15.714
23,45,18,20.78383333
74,49,18,18.70733333
77,19,18,23.44183333
24,35,18,29.28816667
71,79,18,21.23366667
12,136,7,25.34483333
15,106,7,33.68266667
16,3,4,12.59766667
13,126,7,25.95816667
76,29,18,52.1
102,138,21,7.462333333
105,108,21,9.048333333
104,118,21,20.47483333
73,59,18,31.1555
101,123,0,15.81266667
102,113,0,20.10283333
100,133,0,25.2265
15,6,4,16.86316667
22,55,18,25.00316667
103,128,21,25.5105
75,39,18,30.09016667
128,98,2,24.4855
132,140,5,11.74766667
134,120,5,14.95633333
129,88,2,22.28133333
136,100,5,21.35583333
26,15,18,32.46533333
50,11,23,26.24833333
39,101,4,15.02233333
38,111,4,21.0715
35,141,4,15.84533333
37,121,4,17.07633333
36,131,4,17.44866667
101,92,5,18.42666667
105,52,5,12.0685
77,124,11,9.933166667
78,114,11,21.568
106,42,5,2.775
107,32,5,20.08366667
109,12,5,19.49083333
102,82,5,18.391
103,126,5,17.44516667
102,136,5,21.83
105,106,5,9.968833333
109,126,21,10.57633333
108,136,21,2.906166667
126,134,15,10.891
128,114,15,42.66733333
127,124,15,25.832
129,104,15,41.07116667
118,35,0,19.32766667
113,85,0,13.5085
117,45,0,17.98533333
112,95,0,2.538166667
37,30,15,23.1255
32,80,15,22.25633333
135,50,8,19.37133333
103,45,23,21.38983333
132,128,3,14.17816667
106,15,23,24.31066667
137,30,8,45.23716667
101,65,23,12.83966667
31,90,15,32.44166667
134,60,8,30.5555
119,25,0,17.82833333
69,100,4,8.9145
33,70,15,36.59
66,130,4,10.82216667
102,55,23,16.34583333
116,55,0,20.51866667
67,120,4,16.65066667
38,20,15,25.65816667
139,10,8,32.725
100,75,23,8.635
68,110,4,12.625
115,65,0,15.03016667
36,40,15,21.42883333
131,90,8,25.14883333
69,129,11,26.92016667
105,25,23,20.5285
68,139,11,30.88533333
132,80,8,14.94766667
65,140,4,26.10766667
134,108,3,25.07033333
114,75,0,25.76416667
133,37,5,3.252666667
131,57,5,12.86766667
73,129,20,17.30383333
74,119,20,17.6765
75,109,20,11.01466667
132,47,5,22.52216667
72,139,20,24.27533333
135,107,3,17.01483333
134,117,3,15.25183333
133,127,3,18.8695
135,17,5,16.73816667
138,20,8,45.2
136,40,8,15.16183333
49,3,6,20.015
141,21,19,14.86583333
140,31,19,20.999
82,128,23,10.4425
84,108,23,14.56833333
81,138,23,10.29866667
100,63,14,38.91466667
130,59,10,14.072
132,39,10,27.28866667
105,13,14,5.681333333
101,53,14,15.8375
134,19,10,32.53666667
83,118,23,20.8425
104,23,14,40.59383333
102,43,14,25.8455
1,14,16,27.84816667
100,56,18,29.98466667
102,36,18,18.51866667
64,119,9,9.713833333
62,139,9,24.07516667
65,109,9,13.84
104,16,18,15.03033333
63,129,9,28.864
101,46,18,33.53183333
125,9,11,27.63183333
82,28,12,23.7215
81,38,12,15.39733333
83,18,12,16.27183333
80,48,12,22.61216667
20,102,23,30.47666667
100,127,5,19.82833333
101,117,5,11.79683333
115,39,3,8.186
111,79,3,14.75266667
113,59,3,8.993666667
30,127,3,21.398
32,107,3,21.90583333
112,69,3,20.02366667
102,107,5,14.94833333
86,82,10,11.49716667
88,62,10,27.07066667
87,72,10,28.16
89,52,10,7.8745
141,60,4,18.92783333
140,70,4,19.656
85,92,10,37.61216667
139,118,7,4.995833333
109,132,8,47.2105
137,138,7,18.858
11,100,21,23.62333333
138,128,7,39.16216667
140,78,12,12.729
141,68,12,29.58833333
33,1,9,25.41
19,81,9,29.637
18,91,9,28.36783333
48,2,14,16.827
137,88,13,4.864
139,68,13,26.56783333
13,57,18,19.952
12,67,18,31.53033333
5,137,18,28.052
14,47,18,31.12116667
11,77,18,31.58433333
7,117,18,21.71066667
16,27,18,27.12116667
10,87,18,47.70416667
90,99,15,14.97616667
93,69,15,16.00533333
91,89,15,5.035666667
94,59,15,30.98816667
96,39,15,30.28733333
87,106,20,17.3895
84,136,20,11.68483333
85,126,20,27.22366667
97,29,15,25.10283333
80,141,16,19.55533333
81,131,16,21.10916667
83,111,16,17.30566667
82,121,16,31.79783333
84,101,16,47.44266667
137,5,12,22.17516667
11,4,0,11.03333333
65,125,21,16.5105
64,135,21,23.56066667
67,105,21,10.3945
58,105,9,5.5095
57,115,9,3.529666667
56,125,9,19.03283333
66,115,21,8.840166667
55,135,9,19.15833333
28,45,17,5.712
25,75,17,18.00566667
26,65,17,15.71116667
23,95,17,15.93733333
27,55,17,30.13966667
70,44,17,18.53266667
24,85,17,32.67983333
71,34,17,13.47616667
101,47,21,18.416
100,57,21,16.42766667
104,17,21,17.56183333
72,24,17,24.154
103,27,21,20.4705
125,126,17,13.30216667
124,136,17,24.34416667
97,92,23,19.98216667
127,106,17,20.1095
98,82,23,30.463
73,14,17,27.886
126,116,17,28.395
30,14,0,12.07566667
90,39,15,19.10966667
92,19,15,34.64333333
116,105,4,7.993833333
113,135,4,24.68916667
114,125,4,16.61783333
115,6,1,12.4075
38,86,23,13.86233333
